1 PBE            2.4637961468   4.252899124
2 vdW-DF         2.4736224296   3.585702532
3 vdW-DF2        2.4857910097   3.539665100
4 vdW-DF3-opt1   2.4608012151   3.286934970
5 vdW-DF3-opt2   2.4639083752   3.296643824
6 vdW-DF-C6      2.4649400495   3.301418160
7 rVV10          2.4749297361   3.376537568
8 Exp.           2.46           3.48
