    0.000000000    0.549909341    0.440999088
    0.125981742    0.517209220    0.423620682
    0.251963483    0.476595490    0.404636443
    0.377945225    0.444019696    0.383924800
    0.503926966    0.408102717    0.361847527
    0.629908708    0.371426999    0.339370197
    0.755890449    0.337167777    0.317070889
    0.881872191    0.301029580    0.294806482
    1.007853933    0.265398467    0.272411869
    1.133835674    0.230180961    0.250088885
    1.259817416    0.194471017    0.227863718
    1.385799157    0.159021595    0.205384348
    1.511780899    0.123120815    0.183089652
    1.637762640    0.088329932    0.162270043
    1.763744382    0.052264353    0.143346854
    1.889726124    0.021952403    0.125963439
    2.015707865    0.015620577    0.110207842
    2.141689607    0.023258745    0.096187340
    2.267671348    0.024340288    0.083758017
    2.393653090    0.025562306    0.072982692
    2.519634831    0.030082346    0.063896793
    2.645616573    0.031162550    0.056429592
    2.771598315    0.033612831    0.050614756
    2.897580056    0.037131327    0.046473986
    3.023561798    0.038358216    0.043975314
    3.149543539    0.041362142    0.043103467
    3.275525281    0.044201159    0.043920911
    3.401507022    0.045723981    0.046138328
    3.527488764    0.048955458    0.048754888
    3.653470506    0.051293352    0.051148072
    3.779452247    0.053197097    0.053582681
    3.905433989    0.056422779    0.056091897
    4.031415730    0.058435340    0.058502648
    4.157397472    0.060729800    0.060964422
    4.283379213    0.063783880    0.063445718
    4.409360955    0.065651371    0.065865258
    4.535342696    0.068277442    0.068339531
    4.661324438    0.071065566    0.070803289
    4.787306180    0.072952995    0.073232750
    4.913287921    0.075801452    0.075712386
    5.039269663    0.078301970    0.078163343
    5.165251404    0.080336293    0.080604240
    5.291233146    0.083274280    0.083083641
    5.417214887    0.085529624    0.085526248
    5.543196629    0.087783347    0.087978760
    5.669178371    0.090682638    0.090453577
    5.795160112    0.092780746    0.092892551
    5.921141854    0.095266495    0.095355154
    6.047123595    0.098028580    0.097822641
    6.173105337    0.100078761    0.100262501
    6.299087078    0.102755608    0.102732206
    6.425068820    0.105327463    0.105191452
    6.551050562    0.107433990    0.107635827
    6.677032303    0.110223323    0.110108745
    6.803014045    0.112602747    0.112560576
    6.928995786    0.114843098    0.115011598
    7.054977528    0.117650594    0.117483655
    7.180959269    0.119880292    0.119930183
    7.306941011    0.122291241    0.122388119
    7.432922753    0.125029648    0.124855696
    7.558904494    0.127182345    0.127299533
    7.684886236    0.129756193    0.129762637
    7.810867977    0.132364108    0.132222876
    7.936849719    0.134522595    0.134666103
    8.062831460    0.137213420    0.137130650
    8.188813202    0.139666396    0.139581320
    8.314794944    0.141903114    0.142024273
    8.440776685    0.144640667    0.144484499
    8.566758427    0.146952774    0.146923110
    8.692740168    0.149313294    0.149362853
    8.818721910    0.152020756    0.151810381
    8.944703651    0.154236832    0.154232253
    9.070685393    0.156730162    0.156660400
    9.196667135    0.159341097    0.159082446
    9.322648876    0.161521690    0.161477163
    9.448630618    0.164118562    0.163876286
    9.574612359    0.166588732    0.166251573
    9.700594101    0.168790671    0.168596763
    9.826575842    0.171428300    0.170933851
    9.952557584    0.173738645    0.173224289
   10.078539326    0.175994368    0.175474624
   10.204521067    0.178584395    0.177688764
   10.330502809    0.180732711    0.179823529
   10.456484550    0.183029710    0.181890798
   10.582466292    0.185463268    0.183869592
   10.708448033    0.187442594    0.185714936
   10.834429775    0.189702418    0.187431036
   10.960411517    0.191845019    0.188965491
   11.086393258    0.193605778    0.190267773
   11.212375000    0.195656134    0.191314723
   11.338356741    0.197320750    0.192012629
   11.464338483    0.198710479    0.192289985
   11.590320224    0.200238509    0.192066391
   11.716301966    0.201120333    0.191186227
   11.842283707    0.201784039    0.189521520
   11.968265449    0.202242426    0.186885870
   12.094247191    0.201784002    0.183017370
   12.220228932    0.200991991    0.177661629
   12.346210674    0.199411023    0.170441084
   12.472192415    0.196541216    0.160897573
   12.598174157    0.192870511    0.148520482
   12.724155898    0.187480150    0.132590421
   12.850137640    0.180117825    0.112292322
   12.976119382    0.170851720    0.086633851
   13.102101123    0.158340619    0.054320626
   13.228082865    0.142444442    0.014074803
   13.354064606    0.122409760   -0.035862397
   13.480046348    0.096487765   -0.098443393
   13.606028089    0.064260557   -0.176436120
   13.732009831    0.023629888   -0.270306294
   13.857991573   -0.027655738   -0.377815528
   13.983973314   -0.091067315   -0.494858889
   14.109955056   -0.170735273   -0.616489624
   14.235936797   -0.269535529   -0.737615386
   14.361918539   -0.391434348   -0.853114801
   14.487900280   -0.542965665   -0.958045391
   14.613882022   -0.724533603   -1.048373938
   14.739863764   -0.946771555   -1.121981793
   14.865845505   -1.237120473   -1.179478982
   14.991827247   -1.592048737   -1.223550068
   15.117808988   -1.958022005   -1.256762875
   15.243790730   -2.273301359   -1.280433688
   15.369772471   -2.495456075   -1.295391473
   15.495754213   -2.604636392   -1.302366434
   15.621735955   -2.598412377   -1.301636244
   15.747717696   -2.476368739   -1.293170093
   15.873699438   -2.242551846   -1.276646444
   15.999681179   -1.919215947   -1.251296621
   16.125662921   -1.550536228   -1.216248454
   16.251644662   -1.200025592   -1.170091383
   16.377626404   -0.917147219   -1.110134111
   16.503608146   -0.699633995   -1.033801266
   16.629589887   -0.520798815   -0.940799954
   16.755571629   -0.371684801   -0.833476652
   16.881553370   -0.251491412   -0.716009002
   17.007535112   -0.153940903   -0.593411486
   17.133516853   -0.074814044   -0.470782653
   17.259498595   -0.011390437   -0.353237980
   17.385480337    0.040080278   -0.245702139
   17.511462078    0.081574225   -0.152124783
   17.637443820    0.114841091   -0.074543195
   17.763425561    0.141896780   -0.012227143
   17.889407303    0.163606693    0.037698945
   18.015389044    0.181008175    0.077993861
   18.141370786    0.195134588    0.110254406
   18.267352528    0.206299869    0.135667934
   18.393334269    0.215106485    0.155356940
   18.519316011    0.222050786    0.170158288
   18.645297752    0.227158724    0.180680759
   18.771279494    0.230772510    0.187366170
