  0.00000000E+00 -0.21249406E+02
  0.17000440E-01 -0.21248619E+02
  0.34000880E-01 -0.21246257E+02
  0.51001320E-01 -0.21242321E+02
  0.68001760E-01 -0.21236811E+02
  0.85002200E-01 -0.21229727E+02
  0.10200264E+00 -0.21221069E+02
  0.11900308E+00 -0.21210837E+02
  0.13600352E+00 -0.21199031E+02
  0.15300396E+00 -0.21185653E+02
  0.17000440E+00 -0.21170703E+02
  0.18700484E+00 -0.21154181E+02
  0.20400528E+00 -0.21136088E+02
  0.22100572E+00 -0.21116425E+02
  0.23800616E+00 -0.21095193E+02
  0.25500660E+00 -0.21072395E+02
  0.27200704E+00 -0.21048029E+02
  0.28900748E+00 -0.21022100E+02
  0.30600792E+00 -0.20994607E+02
  0.32300836E+00 -0.20965552E+02
  0.34000880E+00 -0.20934938E+02
  0.35700924E+00 -0.20902765E+02
  0.37400968E+00 -0.20869036E+02
  0.39101012E+00 -0.20833752E+02
  0.40801056E+00 -0.20796916E+02
  0.42501100E+00 -0.20758528E+02
  0.44201144E+00 -0.20718592E+02
  0.45901188E+00 -0.20677108E+02
  0.47601232E+00 -0.20634079E+02
  0.49301276E+00 -0.20589508E+02
  0.51001320E+00 -0.20543397E+02
  0.52701364E+00 -0.20495748E+02
  0.54401408E+00 -0.20446564E+02
  0.56101452E+00 -0.20395849E+02
  0.57801496E+00 -0.20343606E+02
  0.59501540E+00 -0.20289838E+02
  0.61201584E+00 -0.20234551E+02
  0.62901628E+00 -0.20177747E+02
  0.64601672E+00 -0.20119432E+02
  0.66301716E+00 -0.20059611E+02
  0.68001760E+00 -0.19998288E+02
  0.69701804E+00 -0.19935470E+02
  0.71401848E+00 -0.19871161E+02
  0.73101892E+00 -0.19805367E+02
  0.74801936E+00 -0.19738094E+02
  0.76501980E+00 -0.19669348E+02
  0.78202024E+00 -0.19599135E+02
  0.79902068E+00 -0.19527461E+02
  0.81602112E+00 -0.19454332E+02
  0.83302156E+00 -0.19379754E+02
  0.85002200E+00 -0.19303735E+02
  0.86702244E+00 -0.19226282E+02
  0.88402288E+00 -0.19147400E+02
  0.90102332E+00 -0.19067099E+02
  0.91802376E+00 -0.18985387E+02
  0.93502420E+00 -0.18902271E+02
  0.95202464E+00 -0.18817763E+02
  0.96902508E+00 -0.18731871E+02
  0.98602552E+00 -0.18644608E+02
  0.10030260E+01 -0.18555985E+02
  0.10200264E+01 -0.18466015E+02
  0.10370268E+01 -0.18374713E+02
  0.10540273E+01 -0.18282093E+02
  0.10710277E+01 -0.18188173E+02
  0.10880282E+01 -0.18092970E+02
  0.11050286E+01 -0.17996503E+02
  0.11220290E+01 -0.17898792E+02
  0.11390295E+01 -0.17799859E+02
  0.11560299E+01 -0.17699727E+02
  0.11730304E+01 -0.17598421E+02
  0.11900308E+01 -0.17495967E+02
  0.12070312E+01 -0.17392394E+02
  0.12240317E+01 -0.17287732E+02
  0.12410321E+01 -0.17182016E+02
  0.12580326E+01 -0.17075282E+02
  0.12750330E+01 -0.16967569E+02
  0.12920334E+01 -0.16858922E+02
  0.13090339E+01 -0.16749390E+02
  0.13260343E+01 -0.16639028E+02
  0.13430348E+01 -0.16527896E+02
  0.13600352E+01 -0.16416064E+02
  0.13770356E+01 -0.16303609E+02
  0.13940361E+01 -0.16190620E+02
  0.14110365E+01 -0.16077198E+02
  0.14280370E+01 -0.15963459E+02
  0.14450374E+01 -0.15849536E+02
