# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    2.545090180    2.805863016    2.805863003    0.078446110
    2.565130261    3.118863947    3.118863936    0.082357009
    2.585170341    3.418866335    3.418866327    0.086654350
    2.605210421    3.704792420    3.704792416    0.091399902
    2.625250501    3.999335529    3.999335528    0.096669277
    2.645290581    4.368495575    4.368495574    0.102555984
    2.665330661    4.900941190    4.900941185    0.109176957
    2.685370741    5.644273616    5.644273603    0.116680205
    2.705410822    6.587235328    6.587235304    0.125255566
    2.725450902    7.668456223    7.668456186    0.135150043
    2.745490982    8.769189378    8.769189327    0.146690034
    2.765531062    9.716637890    9.716637828    0.160314004
    2.785571142   10.347766509   10.347766437    0.176621056
    2.805611222   10.632402666   10.632402584    0.196443481
    2.825651303   10.671359058   10.671358968    0.220953971
    2.845691383   10.558357269   10.558357174    0.251816867
    2.865731463   10.289970149   10.289970057    0.291372186
    2.885771543    9.809314543    9.809314460    0.342750033
    2.905811623    9.138251587    9.138251517    0.409513176
    2.925851703    8.389766075    8.389766017    0.493725571
    2.945891784    7.687974185    7.687974132    0.590959891
    2.965931864    7.115582554    7.115582501    0.685363210
    2.985971944    6.661767989    6.661767934    0.758890683
    3.006012024    6.257698833    6.257698777    0.812973284
    3.026052104    5.868826494    5.868826439    0.866376724
    3.046092184    5.522096214    5.522096161    0.936396790
    3.066132265    5.255629012    5.255628960    1.028902093
    3.086172345    5.099434440    5.099434386    1.129352207
    3.106212425    5.096786373    5.096786316    1.207293552
    3.126252505    5.266833470    5.266833409    1.238026023
    3.146292585    5.569797933    5.569797869    1.221450727
    3.166332665    5.919105467    5.919105407    1.180087602
    3.186372745    6.195485321    6.195485271    1.137702129
    3.206412826    6.289128519    6.289128484    1.107338811
    3.226452906    6.164936880    6.164936861    1.101372451
    3.246492986    5.872633509    5.872633499    1.129597508
    3.266533066    5.488403445    5.488403434    1.186919773
    3.286573146    5.073426387    5.073426367    1.261034158
    3.306613226    4.680966940    4.680966911    1.343786502
    3.326653307    4.355590012    4.355589978    1.417967341
    3.346693387    4.105827302    4.105827268    1.454430942
    3.366733467    3.909000277    3.909000248    1.442873693
    3.386773547    3.741051317    3.741051292    1.399283603
    3.406813627    3.590690147    3.590690129    1.350231755
    3.426853707    3.454164925    3.454164912    1.324348755
    3.446893788    3.331849885    3.331849877    1.332292612
    3.466933868    3.230880859    3.230880857    1.359151960
    3.486973948    3.166752125    3.166752131    1.382186138
    3.507014028    3.153913364    3.153913377    1.386551698
    3.527054108    3.180344512    3.180344533    1.369483450
    3.547094188    3.205857358    3.205857388    1.340619358
    3.567134269    3.204921509    3.204921548    1.319125659
    3.587174349    3.196529428    3.196529477    1.328618774
    3.607214429    3.215611994    3.215612053    1.379521655
    3.627254509    3.281439637    3.281439702    1.455222439
    3.647294589    3.395178839    3.395178905    1.525527166
    3.667334669    3.522626827    3.522626887    1.575739182
    3.687374749    3.581286912    3.581286962    1.615421700
    3.707414830    3.515571485    3.515571522    1.653111054
    3.727454910    3.384923301    3.384923324    1.673522908
    3.747494990    3.291189041    3.291189055    1.660515120
    3.767535070    3.263359116    3.263359127    1.622847132
    3.787575150    3.244018268    3.244018282    1.584179785
    3.807615230    3.158719930    3.158719948    1.566225202
    3.827655311    3.000425037    3.000425058    1.573414858
    3.847695391    2.828549982    2.828549999    1.593210611
    3.867735471    2.701767002    2.701767014    1.612181256
    3.887775551    2.634098687    2.634098693    1.624351597
    3.907815631    2.609080213    2.609080216    1.628486167
    3.927855711    2.621149190    2.621149193    1.623138849
    3.947895792    2.679502867    2.679502872    1.611514616
    3.967935872    2.768916462    2.768916470    1.599556903
    3.987975952    2.833394100    2.833394110    1.585942087
    4.008016032    2.816199920    2.816199930    1.565847942
    4.028056112    2.719248062    2.719248071    1.547014619
    4.048096192    2.592158892    2.592158901    1.542383088
    4.068136273    2.469662893    2.469662900    1.547964042
    4.088176353    2.353563416    2.353563421    1.547338916
    4.108216433    2.230126065    2.230126066    1.532319801
    4.128256513    2.096419057    2.096419056    1.508758831
    4.148296593    1.970682729    1.970682725    1.486021900
    4.168336673    1.874491989    1.874491982    1.467206935
    4.188376754    1.827334912    1.827334903    1.446017475
    4.208416834    1.846901139    1.846901126    1.404475366
    4.228456914    1.941857028    1.941857012    1.325618604
    4.248496994    2.104509737    2.104509720    1.220793177
    4.268537074    2.307792191    2.307792173    1.120809817
    4.288577154    2.516612470    2.516612455    1.043622200
    4.308617234    2.714041574    2.714041562    0.987797980
    4.328657315    2.905291771    2.905291758    0.945504541
    4.348697395    3.099527528    3.099527513    0.911340349
    4.368737475    3.299748834    3.299748815    0.885232823
    4.388777555    3.493119601    3.493119580    0.872270581
    4.408817635    3.663443659    3.663443638    0.876111550
    4.428857715    3.796601193    3.796601176    0.892214549
    4.448897796    3.862275145    3.862275135    0.910538644
    4.468937876    3.836141367    3.836141368    0.923433216
    4.488977956    3.737597671    3.737597687    0.931187026
    4.509018036    3.597324885    3.597324915    0.942286417
    4.529058116    3.425145256    3.425145297    0.965911212
    4.549098196    3.238323831    3.238323880    1.006509444
    4.569138277    3.074171485    3.074171539    1.066204358
    4.589178357    2.959712533    2.959712589    1.144324953
    4.609218437    2.886619375    2.886619433    1.237052750
    4.629258517    2.834740986    2.834741045    1.342345611
    4.649298597    2.801646313    2.801646370    1.455602649
    4.669338677    2.780941785    2.780941839    1.564802487
    4.689378758    2.746110263    2.746110316    1.656301249
    4.709418838    2.695068824    2.695068874    1.724601213
    4.729458918    2.661528489    2.661528538    1.774755184
    4.749498998    2.671504377    2.671504425    1.806103784
    4.769539078    2.726692360    2.726692410    1.816797428
    4.789579158    2.809863898    2.809863949    1.823741574
    4.809619238    2.885818538    2.885818586    1.844518296
    4.829659319    2.918599049    2.918599085    1.873811535
    4.849699399    2.900960885    2.900960907    1.897344215
    4.869739479    2.855327613    2.855327626    1.912965033
    4.889779559    2.809643905    2.809643915    1.925338575
    4.909819639    2.777090771    2.777090782    1.940245423
    4.929859719    2.758561875    2.758561885    1.970029598
    4.949899800    2.743974339    2.743974349    2.027291688
    4.969939880    2.704992846    2.704992855    2.121571489
    4.989979960    2.620674123    2.620674131    2.253970552
    5.010020040    2.508007917    2.508007927    2.409416826
    5.030060120    2.415779856    2.415779868    2.563188629
    5.050100200    2.389411924    2.389411939    2.689870833
    5.070140281    2.442213870    2.442213887    2.781568349
    5.090180361    2.552027464    2.552027479    2.855922537
    5.110220441    2.684112047    2.684112057    2.936467552
    5.130260521    2.814280806    2.814280806    3.049555023
    5.150300601    2.916643210    2.916643202    3.228137548
    5.170340681    2.959518170    2.959518154    3.481281243
    5.190380762    2.932771764    2.932771744    3.770622267
    5.210420842    2.857147093    2.857147070    4.037071500
    5.230460922    2.769820495    2.769820471    4.236201854
    5.250501002    2.707141732    2.707141709    4.353981571
    5.270541082    2.681265981    2.681265963    4.408828958
    5.290581162    2.664599542    2.664599530    4.439003546
    5.310621242    2.617333236    2.617333231    4.475529540
    5.330661323    2.529420542    2.529420541    4.521942678
    5.350701403    2.420775273    2.420775274    4.561536566
    5.370741483    2.303725433    2.303725433    4.578200706
    5.390781563    2.179333282    2.179333281    4.556467857
    5.410821643    2.058943197    2.058943195    4.496778685
    5.430861723    1.964638165    1.964638161    4.426068065
    5.450901804    1.918656116    1.918656108    4.368238988
    5.470941884    1.927478151    1.927478138    4.334301949
    5.490981964    1.973681144    1.973681122    4.313699326
    5.511022044    2.019847291    2.019847261    4.275741680
    5.531062124    2.027023523    2.027023488    4.218542219
    5.551102204    1.983639382    1.983639345    4.176407711
    5.571142285    1.921450345    1.921450310    4.176627285
    5.591182365    1.890109012    1.890108980    4.221433745
    5.611222445    1.917645458    1.917645428    4.306570407
    5.631262525    1.999866838    1.999866812    4.422370826
    5.651302605    2.113258295    2.113258275    4.525155428
    5.671342685    2.238056458    2.238056446    4.569810490
    5.691382766    2.361462158    2.361462153    4.557604929
    5.711422846    2.457588178    2.457588178    4.514700060
    5.731462926    2.503522646    2.503522649    4.478351910
    5.751503006    2.512751793    2.512751796    4.487891400
    5.771543086    2.518286322    2.518286323    4.537782666
    5.791583166    2.531000194    2.531000193    4.574720423
    5.811623246    2.534512395    2.534512390    4.545544653
    5.831663327    2.513214479    2.513214472    4.420213789
    5.851703407    2.466823533    2.466823523    4.201982301
    5.871743487    2.406919451    2.406919440    3.935077679
    5.891783567    2.352325785    2.352325775    3.679186928
    5.911823647    2.316213389    2.316213380    3.463951708
    5.931863727    2.298258043    2.298258035    3.297859885
    5.951903808    2.298847993    2.298847987    3.193572558
    5.971943888    2.326739140    2.326739136    3.143674527
    5.991983968    2.383047494    2.383047492    3.108851037
    6.012024048    2.453872301    2.453872302    3.056212416
    6.032064128    2.522248818    2.522248822    2.992140006
    6.052104208    2.565209417    2.565209423    2.935884621
    6.072144289    2.549246538    2.549246545    2.877394366
    6.092184369    2.459654072    2.459654078    2.796388531
    6.112224449    2.323713319    2.323713322    2.694384093
    6.132264529    2.189798373    2.189798375    2.567364246
    6.152304609    2.095066159    2.095066161    2.400934860
    6.172344689    2.056423964    2.056423969    2.212119203
    6.192384770    2.077223912    2.077223923    2.042961168
    6.212424850    2.147167196    2.147167214    1.921859933
    6.232464930    2.237371670    2.237371694    1.848290244
    6.252505010    2.309769981    2.309770010    1.800690543
    6.272545090    2.343234749    2.343234780    1.756924058
    6.292585170    2.346901615    2.346901648    1.708418538
    6.312625251    2.342951810    2.342951842    1.658169316
    6.332665331    2.340049092    2.340049121    1.617037321
    6.352705411    2.328985353    2.328985377    1.594932796
    6.372745491    2.304787837    2.304787854    1.584610683
    6.392785571    2.283572502    2.283572510    1.567727816
    6.412825651    2.282312994    2.282312993    1.540148508
    6.432865731    2.296537126    2.296537119    1.512556497
    6.452905812    2.309660830    2.309660821    1.496404363
    6.472945892    2.306486197    2.306486190    1.493485811
    6.492985972    2.273116719    2.273116714    1.492838146
    6.513026052    2.201337466    2.201337465    1.487818787
    6.533066132    2.098895798    2.098895801    1.481262661
    6.553106212    1.989198612    1.989198620    1.470384003
    6.573146293    1.898753956    1.898753968    1.440268114
    6.593186373    1.841550903    1.841550921    1.378562558
    6.613226453    1.809572748    1.809572771    1.300745719
    6.633266533    1.776557224    1.776557251    1.237983365
    6.653306613    1.722285618    1.722285646    1.205062162
    6.673346693    1.659750801    1.659750830    1.194993168
    6.693386774    1.622091439    1.622091471    1.188111246
    6.713426854    1.624825300    1.624825335    1.164188287
    6.733466934    1.652518576    1.652518617    1.116378931
    6.753507014    1.677257339    1.677257385    1.052115890
    6.773547094    1.681402647    1.681402698    0.985149216
    6.793587174    1.658014503    1.658014558    0.932294890
    6.813627255    1.606159292    1.606159345    0.908709935
    6.833667335    1.532685404    1.532685450    0.922030046
    6.853707415    1.450210196    1.450210232    0.970219221
    6.873747495    1.376050549    1.376050574    1.041356102
    6.893787575    1.328992239    1.328992253    1.116191482
    6.913827655    1.319126872    1.319126881    1.175502046
    6.933867735    1.340997865    1.340997870    1.210538165
    6.953907816    1.375452023    1.375452028    1.227495681
    6.973947896    1.397760742    1.397760749    1.241047121
    6.993987976    1.392241038    1.392241046    1.259010933
    7.014028056    1.367410724    1.367410735    1.272987591
    7.034068136    1.347939775    1.347939789    1.274678174
    7.054108216    1.348091127    1.348091146    1.270596546
    7.074148297    1.362593890    1.362593913    1.267688113
    7.094188377    1.374465378    1.374465403    1.263553021
    7.114228457    1.364495829    1.364495851    1.250641685
    7.134268537    1.330451347    1.330451365    1.219816915
    7.154308617    1.293188984    1.293188995    1.169181159
    7.174348697    1.274374489    1.274374495    1.112219876
    7.194388778    1.279655048    1.279655049    1.067001735
    7.214428858    1.297369308    1.297369304    1.038559726
    7.234468938    1.308056574    1.308056566    1.019819700
    7.254509018    1.303326784    1.303326772    1.003879307
    7.274549098    1.285971171    1.285971153    0.988956557
    7.294589178    1.260476671    1.260476645    0.976586284
    7.314629259    1.234332871    1.234332837    0.966818623
    7.334669339    1.210565997    1.210565954    0.957420308
    7.354709419    1.177906545    1.177906498    0.948491098
    7.374749499    1.119436731    1.119436685    0.940334889
    7.394789579    1.037159898    1.037159857    0.927386038
    7.414829659    0.953418897    0.953418865    0.906047712
    7.434869739    0.889563717    0.889563693    0.884984166
    7.454909820    0.855920452    0.855920433    0.874560624
    7.474949900    0.852908014    0.852908000    0.875710577
    7.494989980    0.876094989    0.876094979    0.886732355
    7.515030060    0.920086186    0.920086179    0.909473005
    7.535070140    0.976250264    0.976250258    0.942490363
    7.555110220    1.030239630    1.030239625    0.977703267
    7.575150301    1.068497193    1.068497188    1.009390011
    7.595190381    1.086430467    1.086430463    1.037312007
    7.615230461    1.087791424    1.087791420    1.056170210
    7.635270541    1.079090551    1.079090549    1.054387268
    7.655310621    1.066175183    1.066175183    1.032439616
    7.675350701    1.052405538    1.052405542    1.008089366
    7.695390782    1.037935122    1.037935128    0.998793536
    7.715430862    1.021991109    1.021991118    1.013638157
    7.735470942    1.004256709    1.004256719    1.057056100
    7.755511022    0.986540833    0.986540842    1.130062520
    7.775551102    0.971559690    0.971559698    1.225017051
    7.795591182    0.962299299    0.962299306    1.321981676
    7.815631263    0.958085795    0.958085801    1.398548297
    7.835671343    0.948594625    0.948594629    1.444638937
    7.855711423    0.923378485    0.923378488    1.469684598
    7.875751503    0.880674949    0.880674951    1.494048727
    7.895791583    0.828027615    0.828027616    1.528232138
    7.915831663    0.781185313    0.781185313    1.564057196
    7.935871743    0.753981162    0.753981162    1.589353658
    7.955911824    0.750231772    0.750231771    1.604397144
    7.975951904    0.764842510    0.764842509    1.612752382
    7.995991984    0.787168109    0.787168107    1.610325457
    8.016032064    0.806612672    0.806612669    1.596770100
    8.036072144    0.819015568    0.819015564    1.580715749
    8.056112224    0.825398552    0.825398547    1.569632866
    8.076152305    0.828152766    0.828152762    1.559139313
    8.096192385    0.831391281    0.831391277    1.538422265
    8.116232465    0.840127660    0.840127657    1.511364215
    8.136272545    0.858609846    0.858609843    1.497766437
    8.156312625    0.886320589    0.886320587    1.504957206
    8.176352705    0.916103762    0.916103761    1.519420969
    8.196392786    0.942382857    0.942382856    1.537070642
    8.216432866    0.964539655    0.964539655    1.577844575
    8.236472946    0.981617445    0.981617446    1.659904062
    8.256513026    0.993606259    0.993606260    1.775110631
    8.276553106    1.001137135    1.001137133    1.893314308
    8.296593186    0.998923295    0.998923291    1.984681362
    8.316633267    0.977618047    0.977618041    2.030402246
    8.336673347    0.934464201    0.934464193    2.028482831
    8.356713427    0.875136037    0.875136029    2.002910462
    8.376753507    0.808556106    0.808556098    1.984211660
    8.396793587    0.744838902    0.744838893    1.982601711
    8.416833667    0.692669056    0.692669048    1.998848191
    8.436873747    0.655162489    0.655162480    2.035253728
    8.456913828    0.630899347    0.630899338    2.088320552
    8.476953908    0.616715779    0.616715769    2.150203261
    8.496993988    0.608538366    0.608538356    2.212537670
    8.517034068    0.604460011    0.604460003    2.257278859
    8.537074148    0.604634157    0.604634150    2.265970543
    8.557114228    0.607488261    0.607488255    2.246865741
    8.577154309    0.608037600    0.608037595    2.220778308
    8.597194389    0.601573922    0.601573918    2.195501016
    8.617234469    0.591010568    0.591010566    2.171700271
    8.637274549    0.586701412    0.586701412    2.150420158
    8.657314629    0.597629414    0.597629416    2.127705660
    8.677354709    0.625396985    0.625396989    2.094885076
    8.697394790    0.665386746    0.665386751    2.055512523
    8.717434870    0.709703620    0.709703627    2.029433608
    8.737474950    0.747443799    0.747443805    2.029706249
    8.757515030    0.768811041    0.768811047    2.043289350
    8.777555110    0.771679151    0.771679156    2.036411742
    8.797595190    0.764854239    0.764854242    1.976542429
    8.817635271    0.765797495    0.765797498    1.853678426
    8.837675351    0.787682318    0.787682320    1.688565928
    8.857715431    0.829228998    0.829228998    1.524120249
    8.877755511    0.876496506    0.876496505    1.400677034
    8.897795591    0.914013110    0.914013107    1.334732051
    8.917835671    0.935691858    0.935691855    1.319105203
    8.937875752    0.946563715    0.946563713    1.335591759
    8.957915832    0.953733941    0.953733940    1.364181639
    8.977955912    0.960759493    0.960759494    1.383813666
    8.997995992    0.968841291    0.968841294    1.384278164
    9.018036072    0.977165483    0.977165489    1.378134485
    9.038076152    0.984431713    0.984431723    1.377976586
    9.058116232    0.990805824    0.990805836    1.377285720
    9.078156313    0.994001507    0.994001519    1.365622415
    9.098196393    0.990230947    0.990230959    1.339242831
    9.118236473    0.980124811    0.980124819    1.294999623
    9.138276553    0.967073227    0.967073232    1.236085229
    9.158316633    0.955005255    0.955005257    1.175929350
    9.178356713    0.946058556    0.946058556    1.124356582
    9.198396794    0.936556648    0.936556646    1.080755153
    9.218436874    0.918649029    0.918649027    1.042218907
    9.238476954    0.888479749    0.888479747    1.009519824
    9.258517034    0.850842689    0.850842687    0.984957031
    9.278557114    0.815577551    0.815577549    0.967916781
    9.298597194    0.792213977    0.792213974    0.951972131
    9.318637275    0.785190438    0.785190435    0.931805986
    9.338677355    0.790566205    0.790566203    0.914831223
    9.358717435    0.800892597    0.800892595    0.916029819
    9.378757515    0.814230611    0.814230609    0.944488433
    9.398797595    0.831919135    0.831919132    0.998916184
    9.418837675    0.848719976    0.848719974    1.068579201
    9.438877756    0.851775261    0.851775258    1.140979824
    9.458917836    0.835334955    0.835334952    1.217080976
    9.478957916    0.810354338    0.810354336    1.311568136
    9.498997996    0.792666956    0.792666954    1.431459784
    9.519038076    0.791783094    0.791783094    1.565368266
    9.539078156    0.808008809    0.808008811    1.698251641
    9.559118236    0.832850720    0.832850723    1.825604037
    9.579158317    0.856270144    0.856270149    1.943229021
    9.599198397    0.876348034    0.876348040    2.043598495
    9.619238477    0.898495134    0.898495142    2.133925697
    9.639278557    0.922173175    0.922173185    2.235270469
    9.659318637    0.935660617    0.935660627    2.354513373
    9.679358717    0.932370084    0.932370093    2.470620116
    9.699398798    0.921231514    0.921231522    2.547311415
    9.719438878    0.913540358    0.913540365    2.555910103
    9.739478958    0.913366183    0.913366189    2.495316395
    9.759519038    0.923120283    0.923120288    2.394239580
    9.779559118    0.943605523    0.943605528    2.286038963
    9.799599198    0.968058677    0.968058681    2.194983349
    9.819639279    0.985145236    0.985145240    2.148026328
    9.839679359    0.990476972    0.990476975    2.163806412
    9.859719439    0.989433768    0.989433770    2.239581829
    9.879759519    0.988522640    0.988522641    2.349906156
    9.899799599    0.994672018    0.994672019    2.448942057
    9.919839679    1.011448693    1.011448694    2.507266926
    9.939879760    1.030434079    1.030434079    2.537910256
    9.959919840    1.039135387    1.039135386    2.560332475
    9.979959920    1.033593912    1.033593911    2.581767834
   10.000000000    1.015768262    1.015768260    2.602883973
