  0.00000000E+00 -0.77429209E+01
  0.13161741E-01 -0.77422332E+01
  0.26323481E-01 -0.77401707E+01
  0.39485222E-01 -0.77367361E+01
  0.52646963E-01 -0.77319337E+01
  0.65808704E-01 -0.77257697E+01
  0.78970444E-01 -0.77182520E+01
  0.92132185E-01 -0.77093911E+01
  0.10529393E+00 -0.76991994E+01
  0.11845567E+00 -0.76876921E+01
  0.13161741E+00 -0.76748869E+01
  0.14477915E+00 -0.76608047E+01
  0.15794089E+00 -0.76454696E+01
  0.17110263E+00 -0.76289094E+01
  0.18426437E+00 -0.76111558E+01
  0.19742611E+00 -0.75922445E+01
  0.21058785E+00 -0.75722162E+01
  0.22374959E+00 -0.75511160E+01
  0.23691133E+00 -0.75289946E+01
  0.25007307E+00 -0.75059083E+01
  0.26323481E+00 -0.74819191E+01
  0.27639656E+00 -0.74570955E+01
  0.28955830E+00 -0.74315126E+01
  0.30272004E+00 -0.74052527E+01
  0.31588178E+00 -0.73784051E+01
  0.32904352E+00 -0.73510674E+01
  0.34220526E+00 -0.73233450E+01
  0.35536700E+00 -0.72953523E+01
  0.36852874E+00 -0.72672126E+01
  0.38169048E+00 -0.72390585E+01
  0.39485222E+00 -0.72110328E+01
  0.40801396E+00 -0.71832885E+01
  0.42117570E+00 -0.71559892E+01
  0.43433744E+00 -0.71293089E+01
  0.44749918E+00 -0.71034325E+01
  0.46066093E+00 -0.70785544E+01
  0.47382267E+00 -0.70548778E+01
  0.48698441E+00 -0.70326122E+01
  0.50014615E+00 -0.70119709E+01
  0.51330789E+00 -0.69931654E+01
  0.52646963E+00 -0.69764004E+01
  0.53963137E+00 -0.69618651E+01
  0.55279311E+00 -0.69497251E+01
  0.56595485E+00 -0.69401122E+01
  0.57911659E+00 -0.69331151E+01
  0.59227833E+00 -0.69287710E+01
  0.60544007E+00 -0.69270606E+01
  0.61860181E+00 -0.69279060E+01
  0.63176355E+00 -0.69311729E+01
  0.64492530E+00 -0.69366774E+01
