G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
K                             101         1.3161740716      0.3333300000      0.3333300000      0.0000000000
M                             151         1.9742611075      0.5000000000      0.0000000000      0.0000000000
G                             238         3.1141128045      0.0000000000      0.0000000000      0.0000000000
